STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
         44;20231128;-999;-999;-999;   10;   3.3;   4;    1.800;   0;  -999;   5.2;    -999;   -0.2;   86.00;    1.5;   -2.9;   -4.9;eor
         44;20231129;-999;-999;-999;   10;   0.6;   4;    0.300;   1;  -999;   5.8;    -999;   -0.2;   95.00;    1.2;   -3.5;   -6.8;eor
         44;20231130;-999;-999;-999;   10;   0.0;   0;    0.000;   1;  -999;   5.0;    -999;   -2.6;   99.00;   -2.0;   -3.7;   -6.3;eor
         44;20231201;-999;-999;-999;   10;   0.2;   4;    1.200;   1;  -999;   4.4;    -999;   -3.6;   95.00;   -2.1;   -5.7;   -7.7;eor
         44;20231202;-999;-999;-999;   10;   0.9;   4;    0.000;   1;  -999;   5.2;    -999;   -1.8;   97.00;   -0.3;   -3.4;   -8.9;eor
         44;20231203;-999;-999;-999;   10;   0.7;   4;    0.000;   1;  -999;   5.9;    -999;    0.0;   97.00;    1.0;   -1.3;   -4.1;eor
         44;20231204;-999;-999;-999;   10;   0.7;   4;    0.000;   1;  -999;   5.1;    -999;   -0.1;   84.00;    1.1;   -1.5;   -1.9;eor
         44;20231205;-999;-999;-999;   10;   6.8;   4;    0.000;   3;  -999;   5.8;    -999;   -0.1;   96.00;    0.3;   -0.6;   -0.7;eor
         44;20231206;-999;-999;-999;   10;   1.6;   4;    0.000;   3;  -999;   6.2;    -999;    0.4;   99.00;    1.8;   -0.6;    0.0;eor
         44;20231207;-999;-999;-999;   10;   0.1;   4;    0.200;   2;  -999;   6.4;    -999;    1.1;   97.00;    3.2;   -0.4;   -1.7;eor
         44;20231208;-999;-999;-999;   10;   3.3;   4;    0.000;   2;  -999;   6.3;    -999;    1.2;   95.00;    5.3;    0.0;   -0.5;eor
         44;20231209;-999;-999;-999;   10;   9.4;   4;    2.100;   0;  -999;   9.1;    -999;    6.4;   94.00;    8.5;    4.7;    2.8;eor
         44;20231210;-999;-999;-999;   10;  20.8;   4;    0.000;   0;  -999;   9.9;    -999;    7.8;   93.00;    9.4;    7.0;    5.8;eor
         44;20231211;-999;-999;-999;   10;   7.6;   4;    0.000;   0;  -999;  10.3;    -999;    8.3;   94.00;    9.5;    6.3;    5.4;eor
         44;20231212;-999;-999;-999;   10;   3.3;   4;    0.000;   0;  -999;   8.8;    -999;    5.4;   97.00;    7.1;    1.5;   -1.2;eor
         44;20231213;-999;-999;-999;   10;   0.7;   4;    0.000;   0;  -999;   9.3;    -999;    6.2;   98.00;    7.9;    4.0;    3.7;eor
         44;20231214;-999;-999;-999;   10;   0.7;   4;    0.000;   0;  -999;   7.5;    -999;    3.8;   93.00;    4.9;    2.6;    0.2;eor
         44;20231215;-999;-999;-999;   10;   0.0;   0;    0.000;   0;  -999;   9.3;    -999;    6.5;   95.00;    8.5;    3.8;    3.5;eor
         44;20231216;-999;-999;-999;   10;   0.0;   0;    0.000;   0;  -999;   9.4;    -999;    7.4;   91.00;    9.6;    5.5;    3.7;eor
         44;20231217;-999;-999;-999;   10;   0.0;   0;    0.000;   0;  -999;   9.7;    -999;    8.8;   86.00;   10.1;    6.5;    4.8;eor
         44;20231218;-999;-999;-999;   10;   3.3;   4;    0.000;   0;  -999;   9.2;    -999;    7.0;   92.00;    7.8;    6.2;    5.9;eor
         44;20231219;-999;-999;-999;   10;  15.0;   4;    0.000;   0;  -999;   9.7;    -999;    6.8;   98.00;    8.1;    5.0;    3.5;eor
         44;20231220;-999;-999;-999;   10;   7.2;   4;    1.500;   0;  -999;   8.7;    -999;    6.1;   92.00;    8.6;    4.6;    3.3;eor
         44;20231221;-999;-999;-999;   10;  15.8;   4;    0.000;   0;  -999;   9.6;    -999;    8.0;   88.00;   10.5;    4.7;    2.8;eor
         44;20231222;-999;-999;-999;   10;  15.6;   4;    0.000;   0;  -999;   7.5;    -999;    5.0;   86.00;    6.7;    3.0;    2.0;eor
         44;20231223;-999;-999;-999;   10;  23.2;   4;    0.000;   0;  -999;   8.6;    -999;    5.2;   96.00;    8.9;    3.2;    1.8;eor
         44;20231224;-999;-999;-999;   10;  13.8;   4;    0.000;   0;  -999;  12.2;    -999;   10.6;   95.00;   13.1;    8.7;    8.2;eor
         44;20231225;-999;-999;-999;   10;  10.0;   4;    0.100;   0;  -999;  10.8;    -999;   10.3;   86.00;   12.1;    9.2;    8.2;eor
         44;20231226;-999;-999;-999;   10;   0.8;   4;    0.300;   0;  -999;   8.9;    -999;    7.5;   85.00;    9.5;    3.4;    1.2;eor
         44;20231227;-999;-999;-999;   10;   2.4;   4;    0.000;   0;  -999;   7.8;    -999;    4.3;   93.00;    8.8;    0.3;   -2.1;eor
         44;20231228;-999;-999;-999;   10;   1.9;   4;    0.000;   0;  -999;   9.4;    -999;    9.9;   77.00;   11.1;    7.6;    6.5;eor
         44;20231229;-999;-999;-999;   10;   6.0;   4;    0.500;   0;  -999;   9.5;    -999;    8.4;   86.00;   10.5;    5.4;    4.3;eor
         44;20231230;-999;-999;-999;   10;   0.0;   0;    3.200;   0;  -999;   8.4;    -999;    6.8;   84.00;    8.1;    5.4;    3.4;eor
         44;20231231;-999;-999;-999;   10;   0.4;   4;    0.100;   0;  -999;   8.6;    -999;    7.9;   81.00;   10.2;    6.2;    4.8;eor
         44;20240101;-999;-999;-999;   10;   5.0;   4;    0.200;   0;  -999;   8.5;    -999;    6.9;   85.00;    8.4;    4.2;    1.8;eor
         44;20240102;-999;-999;-999;   10;  26.3;   4;    0.000;   0;  -999;  10.2;    -999;    7.7;   96.00;   11.2;    4.2;    2.3;eor
         44;20240103;-999;-999;-999;   10;   5.4;   4;    0.000;   0;  -999;  10.2;    -999;    8.7;   91.00;   10.1;    6.8;    6.2;eor
         44;20240104;-999;-999;-999;   10;   1.5;   4;    0.900;   0;  -999;   6.8;    -999;    3.4;   87.00;    6.8;    1.5;    1.3;eor
         44;20240105;-999;-999;-999;   10;   8.1;   4;    0.000;   0;  -999;   7.3;    -999;    2.7;   97.00;    4.1;    1.4;    1.3;eor
         44;20240106;-999;-999;-999;   10;   0.0;   0;    0.000;   0;  -999;   6.1;    -999;    0.5;   96.00;    2.4;   -0.9;   -0.9;eor
         44;20240107;-999;-999;-999;   10;   0.0;   0;    3.800;   0;  -999;   4.3;    -999;   -1.4;   78.00;    0.7;   -3.5;   -5.1;eor
         44;20240108;-999;-999;-999;   10;   0.0;   0;    4.400;   0;  -999;   4.0;    -999;   -1.9;   76.00;   -0.4;   -4.0;   -5.2;eor
         44;20240109;-999;-999;-999;   10;   0.0;   0;    7.200;   0;  -999;   3.2;    -999;   -4.2;   72.00;   -1.1;   -6.9;   -8.5;eor
         44;20240110;-999;-999;-999;   10;   0.0;   0;    7.200;   0;  -999;   3.3;    -999;   -4.5;   77.00;   -0.9;   -7.0;   -9.7;eor
         44;20240111;-999;-999;-999;   10;   0.0;   0;    0.000;   0;  -999;   5.1;    -999;   -2.6;   98.00;    0.8;   -7.4;   -9.5;eor
         44;20240112;-999;-999;-999;   10;   0.0;   4;    0.000;   0;  -999;   6.9;    -999;    1.7;  100.00;    3.2;   -1.2;   -1.1;eor
         44;20240113;-999;-999;-999;   10;   0.9;   4;    0.000;   0;  -999;   7.5;    -999;    3.2;   97.00;    4.6;    2.2;    1.7;eor
         44;20240114;-999;-999;-999;   10;   0.8;   4;    0.600;   0;  -999;   7.1;    -999;    2.9;   94.00;    4.5;    1.0;   -0.3;eor
         44;20240115;-999;-999;-999;   10;   2.8;   4;    0.000;   0;  -999;   6.1;    -999;    0.8;   94.00;    1.6;    0.0;   -1.1;eor
         44;20240116;-999;-999;-999;   10;   0.0;   4;    0.000;   2;  -999;   5.3;    -999;   -0.5;   91.00;    0.7;   -2.0;   -4.1;eor
         44;20240117;-999;-999;-999;   10;   0.0;   0;    0.100;   1;  -999;   4.4;    -999;   -1.8;   81.00;   -0.6;   -3.3;   -5.7;eor
         44;20240118;-999;-999;-999;   10;   0.0;   0;    6.200;   1;  -999;   5.0;    -999;   -1.7;   92.00;    2.3;   -5.2;   -8.7;eor
         44;20240119;-999;-999;-999;   10;   0.0;   0;    7.100;   1;  -999;   5.4;    -999;    0.8;   83.00;    3.2;   -1.3;   -2.7;eor
         44;20240120;-999;-999;-999;   10;   0.0;   0;    4.000;   1;  -999;   5.2;    -999;    0.5;   82.00;    2.5;   -0.9;   -2.2;eor
         44;20240121;-999;-999;-999;   10;   1.1;   4;    0.100;   0;  -999;   5.1;    -999;    3.2;   64.00;    6.2;   -0.3;   -2.7;eor
         44;20240122;-999;-999;-999;   10;   5.2;   4;    0.500;   0;  -999;   9.3;    -999;    8.7;   82.00;   11.4;    6.1;    4.9;eor
         44;20240123;-999;-999;-999;   10;   9.9;   4;    0.300;   0;  -999;   8.2;    -999;    7.2;   81.00;   10.7;    6.2;    5.2;eor
         44;20240124;-999;-999;-999;   10;   0.4;   4;    0.000;   0;  -999;   9.5;    -999;   10.1;   76.00;   12.5;    7.4;    5.6;eor
         44;20240125;-999;-999;-999;   10;   0.0;   0;    2.600;   0;  -999;   8.2;    -999;    6.4;   86.00;    8.5;    4.7;    2.2;eor
         44;20240126;-999;-999;-999;   10;   8.0;   4;    0.000;   0;  -999;   9.5;    -999;    7.7;   89.00;   10.6;    3.6;    2.1;eor
         44;20240127;-999;-999;-999;   10;   0.0;   0;    7.500;   0;  -999;   6.9;    -999;    4.0;   85.00;    7.9;    0.0;   -3.3;eor
         44;20240128;-999;-999;-999;   10;   0.0;   0;    8.200;   0;  -999;   5.8;    -999;    3.2;   77.00;    7.8;   -1.0;   -4.1;eor
         44;20240129;-999;-999;-999;   10;   0.0;   0;    6.000;   0;  -999;   6.8;    -999;    5.8;   74.00;   10.9;    0.9;   -2.8;eor
         44;20240130;-999;-999;-999;   10;   0.4;   4;    0.200;   0;  -999;   9.0;    -999;    7.3;   88.00;   11.5;    3.0;   -0.6;eor
         44;20240131;-999;-999;-999;   10;   2.7;   4;    0.000;   0;  -999;   7.1;    -999;    5.5;   79.00;    7.0;    2.4;   -1.4;eor
         44;20240201;-999;-999;-999;   10;   0.0;   0;    5.900;   0;  -999;   8.1;    -999;    5.8;   88.00;    8.1;    3.7;    2.1;eor
         44;20240202;-999;-999;-999;   10;   1.0;   4;    0.000;   0;  -999;   9.0;    -999;    7.0;   89.00;   10.0;    4.9;    4.5;eor
         44;20240203;-999;-999;-999;   10;   1.8;   4;    0.000;   0;  -999;  10.9;    -999;    9.7;   91.00;   11.2;    7.2;    5.6;eor
         44;20240204;-999;-999;-999;   10;   8.4;   4;    0.000;   0;  -999;   9.5;    -999;    8.0;   88.00;   10.8;    6.0;    4.6;eor
         44;20240205;-999;-999;-999;   10;   0.2;   4;    0.000;   0;  -999;  10.1;    -999;    9.5;   85.00;   10.3;    8.4;    7.7;eor
         44;20240206;-999;-999;-999;   10;  15.6;   4;    0.000;   0;  -999;  10.5;    -999;    9.6;   88.00;   11.9;    4.4;    4.0;eor
         44;20240207;-999;-999;-999;   10;   0.2;   4;    1.600;   0;  -999;   6.7;    -999;    3.2;   87.00;    6.4;   -1.4;   -3.8;eor
         44;20240208;-999;-999;-999;   10;  12.0;   4;    0.000;   0;  -999;   6.0;    -999;    0.6;   94.00;    4.0;   -1.8;   -4.2;eor
         44;20240209;-999;-999;-999;   10;   5.0;   4;    0.100;   0;  -999;   9.2;    -999;    5.5;   98.00;   10.9;    1.1;    0.7;eor
         44;20240210;-999;-999;-999;   10;   0.0;   0;    5.100;   0;  -999;  11.3;    -999;    9.5;   95.00;   12.2;    7.0;    2.7;eor
         44;20240211;-999;-999;-999;   10;   5.2;   4;    0.000;   0;  -999;  10.6;    -999;    7.8;  100.00;    8.8;    7.0;    7.0;eor
         44;20240212;-999;-999;-999;   10;   1.0;   4;    0.800;   0;  -999;   9.2;    -999;    6.7;   94.00;    9.0;    4.1;    1.6;eor
         44;20240213;-999;-999;-999;   10;   6.5;   4;    1.500;   0;  -999;   7.9;    -999;    5.8;   86.00;    8.4;    2.9;    1.6;eor
         44;20240214;-999;-999;-999;   10;   2.4;   4;    0.000;   0;  -999;  11.7;    -999;    9.4;   98.00;   11.6;    5.9;    5.0;eor
         44;20240215;-999;-999;-999;   10;   0.8;   4;    0.000;   0;  -999;  13.4;    -999;   11.8;   97.00;   12.5;   10.5;    7.0;eor
         44;20240216;-999;-999;-999;   10;   0.5;   4;    0.000;   0;  -999;  11.8;    -999;   11.4;   87.00;   14.5;    9.2;    7.0;eor
         44;20240217;-999;-999;-999;   10;   0.0;   0;    3.900;   0;  -999;   9.0;    -999;    7.9;   84.00;   10.5;    5.3;    1.6;eor
         44;20240218;-999;-999;-999;   10;  14.1;   4;    0.000;   0;  -999;  10.5;    -999;    8.4;   95.00;   10.0;    6.4;    5.2;eor
         44;20240219;-999;-999;-999;   10;   1.2;   4;    0.500;   0;  -999;  10.4;    -999;    8.2;   96.00;   10.2;    6.5;    6.1;eor
         44;20240220;-999;-999;-999;   10;   1.1;   4;    0.000;   0;  -999;   9.4;    -999;    7.9;   88.00;    9.5;    5.4;    4.4;eor
         44;20240221;-999;-999;-999;   10;   6.1;   4;    0.000;   0;  -999;   9.8;    -999;    8.6;   88.00;   10.1;    7.1;    6.7;eor
         44;20240222;-999;-999;-999;   10;   2.1;   4;    0.400;   0;  -999;  11.1;    -999;   10.1;   90.00;   12.5;    5.9;    5.2;eor
         44;20240223;-999;-999;-999;   10;   0.1;   4;    2.000;   0;  -999;   7.3;    -999;    6.0;   78.00;    8.2;    4.0;    1.9;eor
         44;20240224;-999;-999;-999;   10;   0.5;   4;    1.400;   0;  -999;   7.2;    -999;    4.7;   85.00;    8.6;    2.3;   -1.6;eor
         44;20240225;-999;-999;-999;   10;   2.0;   4;    0.700;   0;  -999;   7.7;    -999;    4.7;   89.00;    7.0;    2.5;   -0.1;eor
         44;20240226;-999;-999;-999;   10;   0.0;   0;    0.500;   0;  -999;   7.5;    -999;    3.8;   93.00;    6.9;    1.5;   -1.6;eor
         44;20240227;-999;-999;-999;   10;   0.0;   0;    0.000;   0;  -999;   6.8;    -999;    2.3;   94.00;    3.9;   -0.7;   -3.5;eor
         44;20240228;-999;-999;-999;   10;   0.0;   0;    0.000;   0;  -999;   7.0;    -999;    2.8;   94.00;    6.6;   -1.7;   -4.2;eor
         44;20240229;-999;-999;-999;   10;   0.0;   0;    1.600;   0;  -999;   7.3;    -999;    7.6;   70.00;   12.8;    3.5;    1.0;eor
         44;20240301;-999;-999;-999;   10;   0.0;   0;    2.800;   0;  -999;   8.3;    -999;    7.9;   78.00;   10.4;    5.8;    3.4;eor
         44;20240302;-999;-999;-999;   10;   0.0;   0;    8.500;   0;  -999;   8.5;    -999;    9.0;   74.00;   13.6;    5.1;    2.3;eor
         44;20240303;-999;-999;-999;   10;   0.0;   0;    8.600;   0;  -999;   9.4;    -999;    9.1;   82.00;   13.9;    4.9;    1.0;eor
         44;20240304;-999;-999;-999;   10;   0.0;   0;    0.000;   0;  -999;   9.9;    -999;    7.3;   96.00;    9.9;    3.6;    0.0;eor
         44;20240305;-999;-999;-999;   10;   8.8;   4;    0.000;   0;  -999;   8.4;    -999;    5.7;   91.00;    8.0;    3.7;    2.8;eor
         44;20240306;-999;-999;-999;   10;   0.0;   0;    3.500;   0;  -999;   7.2;    -999;    5.3;   80.00;    8.9;    2.6;   -0.2;eor
         44;20240307;-999;-999;-999;   10;   0.0;   0;    0.300;   0;  -999;   6.7;    -999;    2.7;   90.00;    5.6;    0.1;   -2.8;eor
         44;20240308;-999;-999;-999;   10;   0.0;   0;   10.300;   0;  -999;   5.7;    -999;    4.0;   71.00;    8.5;   -0.3;   -1.8;eor
         44;20240309;-999;-999;-999;   10;   0.0;   0;   10.200;   0;  -999;   6.4;    -999;    5.0;   74.00;    9.5;    0.7;   -0.9;eor
         44;20240310;-999;-999;-999;   10;   0.0;   0;    3.100;   0;  -999;   7.9;    -999;    6.9;   79.00;   11.5;    2.6;    1.2;eor
         44;20240311;-999;-999;-999;   10;   0.0;   0;    0.200;   0;  -999;   8.9;    -999;    8.2;   81.00;   10.8;    6.3;    5.6;eor
         44;20240312;-999;-999;-999;   10;   0.0;   0;    0.400;   0;  -999;   9.4;    -999;    7.3;   91.00;    9.3;    4.1;   -0.1;eor
         44;20240313;-999;-999;-999;   10;   0.2;   4;    0.000;   0;  -999;  10.3;    -999;    8.0;   95.00;   11.5;    2.0;   -1.6;eor
         44;20240314;-999;-999;-999;   10;   0.0;   0;    7.000;   0;  -999;  11.2;    -999;   12.8;   76.00;   17.6;   10.4;    7.8;eor
         44;20240315;-999;-999;-999;   10;   2.2;   4;    1.300;   0;  -999;  12.0;    -999;   12.7;   82.00;   16.4;   11.1;    7.9;eor
         44;20240316;-999;-999;-999;   10;   0.3;   4;    3.900;   0;  -999;   8.7;    -999;    8.1;   80.00;   11.7;    1.3;   -2.2;eor
         44;20240317;-999;-999;-999;   10;   0.0;   4;    6.700;   0;  -999;   7.4;    -999;    6.2;   79.00;   11.5;   -0.5;   -3.5;eor
         44;20240318;-999;-999;-999;   10;   0.0;   0;    0.000;   0;  -999;   8.6;    -999;    7.9;   79.00;   10.5;    5.3;    1.4;eor
         44;20240319;-999;-999;-999;   10;   0.0;   0;    2.000;   0;  -999;   9.9;    -999;   10.0;   82.00;   16.2;    4.2;    1.8;eor
         44;20240320;-999;-999;-999;   10;   0.2;   4;    1.800;   0;  -999;  11.5;    -999;   12.1;   82.00;   16.6;    7.4;    5.0;eor
         44;20240321;-999;-999;-999;   10;   0.0;   0;    0.300;   0;  -999;  10.1;    -999;    9.3;   86.00;   10.9;    7.0;    6.7;eor
         44;20240322;-999;-999;-999;   10;   2.5;   4;    0.000;   0;  -999;  10.8;    -999;    9.3;   92.00;   10.7;    5.9;    4.6;eor
         44;20240323;-999;-999;-999;   10;   2.8;   4;    5.900;   0;  -999;   7.8;    -999;    5.6;   86.00;    8.5;    3.7;    2.0;eor
         44;20240324;-999;-999;-999;   10;  10.4;   4;    0.900;   0;  -999;   8.0;    -999;    5.4;   89.00;    8.0;    3.4;    2.6;eor
         44;20240325;-999;-999;-999;   10;   0.1;   4;    5.800;   0;  -999;   7.6;    -999;    6.3;   80.00;   10.5;    3.2;   -0.4;eor
         44;20240326;-999;-999;-999;   10;   0.0;   0;    4.000;   0;  -999;   7.3;    -999;    6.8;   74.00;   10.8;    2.3;    0.0;eor
         44;20240327;-999;-999;-999;   10;  13.8;   4;    3.300;   0;  -999;   9.4;    -999;    9.9;   78.00;   15.1;    5.0;    1.6;eor
         44;20240328;-999;-999;-999;   10;   3.6;   4;    2.000;   0;  -999;   9.2;    -999;    7.9;   87.00;   11.9;    5.9;    5.4;eor
         44;20240329;-999;-999;-999;   10;   0.7;   4;    2.500;   0;  -999;   9.5;    -999;   10.0;   78.00;   14.9;    6.6;    4.4;eor
         44;20240330;-999;-999;-999;   10;   0.0;   0;    2.400;   0;  -999;  10.9;    -999;   13.0;   75.00;   19.3;    8.5;    6.7;eor
         44;20240331;-999;-999;-999;   10;   3.8;   4;    3.800;   0;  -999;  11.3;    -999;   10.4;   89.00;   14.4;    7.0;    4.4;eor
         44;20240401;-999;-999;-999;   10;  10.5;   4;    0.000;   0;  -999;  11.3;    -999;    9.6;   94.00;   11.4;    8.2;    6.0;eor
         44;20240402;-999;-999;-999;   10;   0.3;   4;    3.300;   0;  -999;  10.2;    -999;    9.9;   83.00;   12.5;    7.5;    5.6;eor
         44;20240403;-999;-999;-999;   10;   6.9;   4;    0.100;   0;  -999;  11.7;    -999;   10.2;   93.00;   12.4;    8.2;    7.8;eor
         44;20240404;-999;-999;-999;   10;   5.3;   4;    1.800;   0;  -999;  11.2;    -999;   11.3;   83.00;   15.2;    8.2;    6.2;eor
         44;20240405;-999;-999;-999;   10;   4.0;   4;    2.100;   0;  -999;  12.5;    -999;   13.0;   84.00;   16.4;   10.3;    6.5;eor
         44;20240406;-999;-999;-999;   10;   0.1;   4;    6.300;   0;  -999;  13.7;    -999;   17.5;   71.00;   23.6;   10.3;    7.2;eor
         44;20240407;-999;-999;-999;   10;   4.1;   4;    8.700;   0;  -999;  12.0;    -999;   17.3;   62.00;   21.4;   13.0;    8.7;eor
         44;20240408;-999;-999;-999;   10;   0.0;   0;    1.900;   0;  -999;  14.8;    -999;   14.7;   89.00;   18.7;   12.2;    8.9;eor
         44;20240409;-999;-999;-999;   10;   3.4;   4;    0.000;   0;  -999;  12.1;    -999;   12.9;   80.00;   16.2;    9.3;    7.8;eor
         44;20240410;-999;-999;-999;   10;   0.0;   0;    5.000;   0;  -999;   8.9;    -999;   10.7;   70.00;   14.6;    6.3;    2.0;eor
         44;20240411;-999;-999;-999;   10;   1.5;   4;    0.100;   0;  -999;  11.6;    -999;   12.1;   81.00;   14.7;    8.2;    4.3;eor
         44;20240412;-999;-999;-999;   10;   0.0;   0;    5.300;   0;  -999;  13.3;    -999;   15.3;   78.00;   19.7;   12.7;    9.1;eor
         44;20240413;-999;-999;-999;   10;   0.0;   0;    8.200;   0;  -999;  13.7;    -999;   17.0;   71.00;   22.2;   12.6;   10.5;eor
         44;20240414;-999;-999;-999;   10;   0.0;   0;    8.200;   0;  -999;   8.4;    -999;   11.6;   62.00;   15.3;    6.2;    4.4;eor
         44;20240415;-999;-999;-999;   10;   5.0;   4;    3.200;   0;  -999;   8.6;    -999;    7.6;   83.00;   13.4;    4.1;    1.7;eor
         44;20240416;-999;-999;-999;   10;   0.3;   4;    1.500;   0;  -999;   8.2;    -999;    6.9;   83.00;   10.7;    3.8;    0.8;eor
         44;20240417;-999;-999;-999;   10;   2.7;   4;    3.100;   0;  -999;   7.8;    -999;    5.6;   86.00;   10.6;    1.2;   -1.4;eor
         44;20240418;-999;-999;-999;   10;   4.7;   4;    5.200;   0;  -999;   7.5;    -999;    6.8;   76.00;   12.2;    0.8;   -0.9;eor
         44;20240419;-999;-999;-999;   10;   5.8;   4;    3.000;   0;  -999;   8.8;    -999;    7.1;   87.00;   10.8;    4.0;    1.7;eor
         44;20240420;-999;-999;-999;   10;   5.5;   4;    0.900;   0;  -999;   7.7;    -999;    5.9;   83.00;    9.8;    1.4;   -0.8;eor
         44;20240421;-999;-999;-999;   10;   0.0;   0;    8.500;   0;  -999;   6.7;    -999;    5.4;   77.00;   10.6;    0.5;   -1.4;eor
         44;20240422;-999;-999;-999;   10;   0.3;   4;    3.100;   0;  -999;   6.3;    -999;    4.4;   77.00;    9.0;    0.4;   -2.2;eor
         44;20240423;-999;-999;-999;   10;   1.3;   4;    6.800;   0;  -999;   5.9;    -999;    4.7;   73.00;   10.4;   -1.8;   -4.9;eor
         44;20240424;-999;-999;-999;   10;   6.4;   4;    1.300;   0;  -999;   7.8;    -999;    4.5;   92.00;    7.8;    2.0;   -0.1;eor
         44;20240425;-999;-999;-999;   10;   5.4;   4;    2.500;   0;  -999;   7.4;    -999;    5.7;   82.00;   10.6;    1.7;   -0.7;eor
         44;20240426;-999;-999;-999;   10;   0.3;   4;    4.800;   0;  -999;   8.4;    -999;    7.8;   81.00;   12.8;    4.8;    2.4;eor
         44;20240427;-999;-999;-999;   10;   0.1;   4;    8.500;   0;  -999;  10.9;    -999;   12.0;   78.00;   17.9;    4.5;    0.7;eor
         44;20240428;-999;-999;-999;   10;   0.0;   0;    4.400;   0;  -999;  10.4;    -999;   15.4;   61.00;   21.9;    8.2;    3.4;eor
         44;20240429;-999;-999;-999;   10;   0.0;   0;    7.600;   0;  -999;  10.1;    -999;   13.7;   67.00;   19.7;    5.3;    1.2;eor
         44;20240430;-999;-999;-999;   10;   0.0;   0;   11.500;   0;  -999;  14.1;    -999;   18.4;   68.00;   25.7;   11.9;    9.1;eor
         44;20240501;-999;-999;-999;   10;   0.0;   0;   12.700;-999;  -999;  14.1;    -999;   20.1;   63.00;   27.4;   12.6;   10.2;eor
         44;20240502;-999;-999;-999;   10;   0.0;   0;   13.700;-999;  -999;  13.4;    -999;   20.4;   57.00;   26.8;   14.3;   10.7;eor
         44;20240503;-999;-999;-999;   10;   0.0;   4;    0.000;-999;  -999;  13.4;    -999;   14.4;   81.00;   18.1;    7.9;    5.2;eor
         44;20240504;-999;-999;-999;   10;   6.8;   4;    6.300;-999;  -999;  -999;    -999;   12.7;-999;   19.3;    6.9;    4.5;eor
         44;20240505;-999;-999;-999;   10;   0.4;   4;    1.800;-999;  -999;  11.8;    -999;   11.3;   88.00;   14.6;    6.9;    2.7;eor
         44;20240506;-999;-999;-999;   10;   0.0;   0;   10.800;-999;  -999;  10.6;    -999;   12.5;   76.00;   19.8;    4.8;    1.1;eor
         44;20240507;-999;-999;-999;   10;   0.0;   0;    4.400;-999;  -999;  12.1;    -999;   13.2;   81.00;   18.2;    8.5;    4.2;eor
         44;20240508;-999;-999;-999;   10;   0.0;   0;    9.700;-999;  -999;  10.4;    -999;   13.1;   73.00;   21.2;    6.8;    3.9;eor
         44;20240509;-999;-999;-999;   10;   0.0;   0;    7.500;-999;  -999;  12.0;    -999;   13.7;   79.00;   20.9;    7.1;    4.0;eor
